categoria,ID producto,producto,precio
Frutas y verduras y verduras congeladas,7512,guisantes finos,1.78
Frutas y verduras y verduras congeladas,7516,garbanzos,3.05
Frutas y verduras y verduras congeladas,7538,judías plana troceada,1.5
Frutas y verduras y verduras congeladas,7539,judía fina troceada,1.6
Frutas y verduras y verduras congeladas,7540,espinacas cortadas,2.63
Frutas y verduras y verduras congeladas,7541,ensaladilla,1.36
Frutas y verduras y verduras congeladas,7542,menestra con espárrago,2.38
Frutas y verduras y verduras congeladas,7543,garrofón,3.3
Frutas y verduras y verduras congeladas,7544,menestra de verduras,1.83
Frutas y verduras y verduras congeladas,7590,verdura para paella,2.33
Frutas y verduras y verduras congeladas,8257,patatas prefritas golden long,3.76
Frutas y verduras y verduras congeladas,8489,patatas prefritas corte casero,2.03
Frutas y verduras y verduras congeladas,8603,hervido,2.44
Frutas y verduras y verduras congeladas,8828,zanahorias baby,9.83
Frutas y verduras y verduras congeladas,8995,acelgas hoja miniporción,2.78
Frutas y verduras y verduras congeladas,9014,verduras gourmet vapor listos en tres minutos,11.4
Frutas y verduras y verduras congeladas,10319,cardo,9.88
Frutas y verduras y verduras congeladas,10331,perejil troceado,59.8
Frutas y verduras y verduras congeladas,10332,maíz superdulce,9.97
Frutas y verduras y verduras congeladas,10333,coles de bruselas,7.48
Frutas y verduras y verduras congeladas,10489,espinacas hoja,4.95
Frutas y verduras y verduras congeladas,13735,judías verdes troceadas,7.23
Frutas y verduras y verduras congeladas,19263,edamame en grano,6.88
Frutas y verduras y verduras congeladas,20324,alubia blanca,3.55
Frutas y verduras y verduras congeladas,20382,frutos del bosque,6.13
Frutas y verduras y verduras congeladas,20383,arándanos,6.97
Frutas y verduras y verduras congeladas,20592,corazones alcachofa troceados,16.63
Frutas y verduras y verduras congeladas,23985,espárrago verde,15.47
Frutas y verduras y verduras congeladas,24030,ajo picado,13.44
Frutas y verduras y verduras congeladas,24112,mezcla para sofrito,3.98
Frutas y verduras y verduras congeladas,26002,patata chef gourmet,7.94
Frutas y verduras y verduras congeladas,27333,guisantes finos,4.99
Frutas y verduras y verduras congeladas,27476,ensaladilla,4.99
Frutas y verduras y verduras congeladas,27716,guisantes superfinos,7.25
Frutas y verduras y verduras congeladas,29348,patatas bravas,2.47
Frutas y verduras y verduras congeladas,31951,menestra de la huerta,7.68
Frutas y verduras y verduras congeladas,32805,castaña nata,16.67
Frutas y verduras y verduras congeladas,33278,patatas mediterráneas,4.63
Frutas y verduras y verduras congeladas,33402,patatas horno extra crujiente,2.75
Frutas y verduras y verduras congeladas,33796,magnum afterdinner classic 8 unidades,23.66
Frutas y verduras y verduras congeladas,35984,"frambuesas cubiertas choc,blanc y choc,lech",39.9
Frutas y verduras y verduras congeladas,43265,bon bon salted caramel 12 unidades,24.46
Frutas y verduras y verduras congeladas,44091,fresa entera,6.33
Frutas y verduras y verduras congeladas,44092,mango troceado,6.63
Frutas y verduras y verduras congeladas,44965,fresas chocolate blanco chocolate negro,36.27
